state,city,name,reference
MT,Luciara,CT Luciara,
RN,Lucrécia,CT Lucrécia,
PI,Luís Correia,CT Luís Correia,
MA,Luís Domingues,CT Luís Domingues,
BA,Luis Eduardo Magalhães,CT Luis Eduardo Magalhães,
RN,Luís Gomes,CT Luís Gomes,
MG,Luisburgo,CT Luisburgo,
MG,Luislândia,CT Luislândia,
SC,Luiz Alves,CT Luiz Alves,
SP,Luiz Antônio,CT Luiz Antônio,
PR,Luiziana,CT Luiziana,
SP,Luiziânia,CT Luiziânia  ,
MG,Luminárias,CT Luminárias,
PR,Lunardelli,CT Lunardelli,
SP,Lupércio,CT Lupércio,
PR,Lupionópolis,CT Lupionópolis,
SP,Lutécia,CT Lutécia,
MG,Luz,CT Luz,
SC,Luzerna,CT Luzerna,
GO,Luziânia,CT Luziânia Centro,Centro
GO,Luziânia,CT Luziânia Jardim Ingá,Jardim Ingá
AL,Luziápolis,CT Luziápolis,
PI,Luzilândia,CT Luzilândia ,
TO,Luzinópolis,CT Luzinópolis,
RJ,Macaé,CT Macaé I,Imboassica; Lagoa; Mirante da Lagoa; Jardim Guanabara; São Marcos; Vale Encantado; Novo Cavaleiros; Granja dos Cavaleiros; Glória; Cancela Preta; Cavaleiros; Parque Duque de Caxias; Riviera Fluminense; Novo Horizonte; Sol y Mar; Campo D’Oeste; Praia Campista; Costa do Sol; Visconde de Araújo; Novo Visconde; Bela Vista; Miramar; Jardim Pinheiro; Jardim Vitória; Aroeira; Nova Aroeira; Morro de Sant’Anna; Morro de São Jorge; Jardim Santo Antônio; Santa Mônica; Nova Macaé; Botafogo; Virgem Santa; Malvinas; Ilha Leocádia; Centro; Cajueiros e Imbetiba.
RJ,Macaé,CT Macaé II,Ajuda de Baixo; Ajuda de Cima; Planalto da Ajuda; Bosque Azul; Jardim Franco I e II; Jardim Carioca I e II; Vila Badejo; Trevo dos 40; Jardim Esperança; Barramares; Piracema; Águas Maravilhosas; Barra de Macaé; Brasília; Fronteira; Nova Esperança; Nova Holanda; Aterrado do Imburo; Novo Eldorado; Cabiúnas; Engenho da Praia; Lagomar; Parque Aeroporto; Parque Atlântico; São José do Barreto.
RJ,Macaé,CT Macaé III,Região Serrana de Macaé-RJ: Corrego do Ouro; Trapiche; Óleo; Glicério; Frade; Sana; Serra da Cruz; Morete; Cachoeiros de Macaé; Crubixais; Bicuda Grande; Bicuda Pequena; Areia Branca; Serro Frio; Duas Barras.
RN,Macaíba,CT Macaíba,
BA,Macajuba,CT Macajuba,
RS,Maçambará,CT Maçambará,
SE,Macambira,CT Macambira,
AP,Macapá Zona Sul,CT Macapá  Zona Sul,Zona Sul
AP,Macapá Zona Norte,CT Macapá Zona Norte,Zona Norte
AP,Macapá Zona Oeste,CT Macapá Zona Oeste,Zona Oeste
PE,Macaparana,CT Macaparana,
BA,Macarani,CT Macarani ,
SP,Macatuba,CT Macatuba,
RN,Macau,CT Macau,
SP,Macaubal,CT Macaubal ,
BA,Macaúbas,CT Macaúbas ,
SP,Macedônia,CT Macedônia,
AL,Maceió,CT Maceió I,Jaraguá; Poço; Ponta da Terra; Ponta Verde; Jatiúca; Mangabeiras e Pajuçara
AL,Maceió,CT Maceió II,Centro; Levada; Vergel do Lago; Ponta Grossa; Prado; Trapiche da Barra e Pontal da Barra
AL,Maceió,CT Maceió III,Farol; Pitanguinha; Pinheiro; Gruta de Lourdes; Santo Amaro; Ouro Preto; Canaã e Jardim Petrópolis
AL,Maceió,CT Maceió IV,Bom Parto; Mutange; Bebedouro; Chã de Bebedouro; Chã da Jaqueira; Santa Amélia; Petrópolis; Fernão Velho e Rio Novo
AL,Maceió,CT Maceió IX,Benedito Bentes II
AL,Maceió,CT Maceió V,Jacintinho; Feitosa
AL,Maceió,CT Maceió VI,Barro Duro; São Jorge; Serraria; Cruz das Almas; Jacarecica; Guaxuma; Garça Torta; Riacho Doce; Pescaria; Ipioca
AL,Maceió,CT Maceió VII,Clima Bom; Santos Dumont; Tabuleiro dos Martins
AL,Maceió,CT Maceió VIII,Santa Lúcia; Cidade Universitária; Antares
AL,Maceió,CT Maceió X,Benedito Bentes I
MG,Machacalis,CT Machacalis,
RS,Machadinho,CT Machadinho,
RO,Machadinho D'Oeste,CT Machadinho D'Oeste,
MG,Machado,CT Machado,
PE,Machados,CT Machados,
SC,Macieira,CT Macieira,
RJ,Macuco,CT Macuco,
BA,Macururé,CT Macururé,
CE,Madalena,CT Madalena,
PI,Madeiro,CT Madeiro,
BA,Madre de Deus,CT Madre de Deus ,
MG,Madre de Deus de Minas,CT Madre de Deus de Minas,
PB,Mãe D'Água,CT Mãe D'Água,
PA,Mãe do Rio,CT Mãe do Rio,
BA,Maetinga,CT Maetinga ,
SC,Mafra,CT Mafra,
PA,Magalhães Barata,CT Magalhães Barata,
MA,Magalhães de Almeida,CT Magalhães de Almeida,
SP,Magda,CT Magda,
RJ,Magé,CT Magé I,"1ª Distrito (Magé)
Barão do Irirí; Barbuda; Beira Rio; BNH; Bucado Quente; Caixa D´água; Canal; Centro; Citrolândia (até a divisa); Feital; Figueira; Fleixeiras; Jardim Bela Floresta; Lagoa; Magemirim; Maria Conga; Mundo Novo; Nova Marília; Parque Boneville; Parque Cruzeiro; Parque Iriri; Piedade; Roncador; Saco; São Carvalho; Tiririca; União; Várzea Alegre; Vila Esperança; Vila Inca; Vila Liberdade; Vila Nova

2ª Distrito (Santo Aleixo)
Andorinhas; Batatal; Beco da Policlinica; BNH Santo Aleixo; Britador; Cascata; Cavado; Centro de Santo Aleixo; Chalé; Gandé; Guarany; Paineiras; Pau-a-pique; Pendura; Saia; Ponte Ezequiel; Pico I e II; Poço Escuro; Morro da Caixa D´água; Morro da Escola; Morro do Aleixinho; Morro do Saco; Morro das Cabritas; Saquarema; Vila Operária

3ª Distrito (Rio do Ouro)

Cachoeirinha; Cachoeira Grande; Capela; Conceição e Estrada Municipal (até a ponte antes do Condomínio); Rio do Ouro (Centro) e Rio dos Cavaleiros
4ª Distrito (Suruí)
Brejal; Caiô; Caju; Campinho; Barro Vermelho; Estação; Ferro Velho; Jacaré; Matinha; Partido; Prainha; Santa Dalila e Vila Real"
RJ,Magé,CT Magé II,Guia de Pacobaíba; Imperador; Leque Azul; Ipiranga; Cantinho da Vovó; Olaria; Mauá; São Francisco; Piabetá; Pau Grande; Vila Inhomirim; Fragoso; Fazenda; Ilha; Jardim Nazareno; Jardim Novo Horizonte; Maurimárcia; Parque Santana; Bongaba; Parque dos Artistas; Paraíba; Parque Paranhos; Parque Humaitá; Parque Caçula; Limeira; Parque Estrela; Parque Paraíso; São Sebastião; Sayonara; Inhomirim; Vila Carvalho; Vila Recreio
BA,Maiquinique,CT Maiquinique,
BA,Mairi,CT Mairi,
SP,Mairinque,CT Mairinque,
SP,Mairiporã,CT Mairiporã ,
GO,Mairipotaba,CT Mairipotaba,
SC,Major Gercino,CT Major Gercino,
AL,Majorsidoro / Majorzidoro,CT Major Isidoro / Major Izidoro,
CE,Majorzidoro,CT Major Izidoro,
RN,Major Sales,CT Major Sales,
SC,Major Vieira,CT Major Vieira,
MG,Malacacheta,CT Malacacheta,
BA,Malhada,CT Malhada,
BA,Malhada de Pedras,CT Malhada de Pedras,
SE,Malhada dos Bois,CT Malhada dos Bois,
SE,Malhador,CT Malhador,
PR,Mallet,CT Mallet,
PB,Malta,CT Malta,
PB,Mamanguape,CT Mamanguape,
GO,Mambaí,CT Mambaí,
PR,Mamborê,CT Mamborê,
MG,Mamonas,CT Mamonas,
RS,Mampituba,CT Mampituba,
AM,Manacapuru,CT Manacapuru,
PB,Manaíra,CT Manaíra,
AM,Manaquiri,CT Manaquiri,
PE,Manari,CT Manari ,
AM,Manaus,CT Manaus Centro-Oeste,"ALVORADA (Conjuntos Ouro Verde; Canaã; Ajuricaba; Juruá; Novo Horizonte; Flores). DA PAZ (Conjuntos Santos Dumont; Ariranha). DOM PEDRO (Conjuntos Tropical; Deborah; Kissya; Dom Pedro I e II; Condomínio Aripuanã). PLANALTO (Conjuntos Campos Elíseos; Flamanal; Belvedere; Jardim de Versalles; Vista Bela). REDENÇÃO (Conjuntos Hiléia I e II; Eduardo Gomes).

COMUNIDADES: Campos Sales; Sapolândia; Tropical; Nova Jerusalém; Carbrás; Santa Terezinha.

LOTEAMENTOS: Jurema; Parque Riachuelo; Solimões; Parque São Pedro; Portal da Cachoeira; Jardim Tarumãnzinho."
AM,Manaus,CT Manaus Centro-Sul,"ADRIANÓPOLIS (Conjuntos Adrianópolis; Vila Municipal; Abílio Nery; Parque Residências; Parque São José do Rio Negro; Nossa Senhora de Fátima; Magistral; Ouro Negro; Tropical Privê; Jardim Espanha I e II; Celetramazon; Ica Paraíba). ALEIXO (Conjuntos Jardim Espanha III; Parque Rouxinol; Parque dos Rios II; Greenwood Parque; Morada do Sol; Vila Verano; Tiradentes; Vilar Câmara; Petro; Sol Morar). CHAPADA (Conjuntos Cidade Jardim; Le Village Blanc; Jardim Beverly Hills; Haidéa I e II; Jornalistas; Tocantins; Jussara; Aristocráticos; Rio Mar; Vila Militar). FLÔRES (Conjuntos Rio Jaú; Tapajós; Beija-flor I; II; e III; Anavilhanas; São Judas Tadeu I e II; Sargentos e Subtenentes; Yael; Rio Maracanã; Senador João Bosco III; AEFFAM; Parque São Miguel; Parque dos Eucaliptos). NOSSA SENHORA DAS GRAÇAS (Conjuntos Vieiralves; Manauense; Parque Amazonense; Vila Amazonas; Ica Maceió; Haidéa III). PARQUE DEZ DE NOVEMBRO (Conjuntos Castelo Branco; Jardim Meridional; Parque Tropical; Pindorama; Jardim Amazonas; Samambaia; Itaoca; Consag; Vila da Barra; Murici I e II; Uirapuru; Mucuripe; Eldorado; Juliana II; Novo Mundo; Juauperi; Jardim Primavera; Nova Friburgo; Salsalito; Malibú; Jardim Imperial; Verdes Mares I e II; Ipanema; Barra Bela; Vila do Rey; Artur Reis; Iolanda; Itália; Jardim Califórnia). SÃO GERALDO.

COMUNIDADES: Beija Flor; Santa Cruz; União; Beco do Macedo.

LOTEAMENTOS: Parque das Laranjeiras; Novo Horizonte; Parque das Nações"
AM,Manaus,CT Manaus Leste I,"ARMANDO MENDES. COROADO (I; II e III; Conjuntos Ouro Verde; Osvaldo Cruz; Luíza Maria; João Bosco I; Acariquara; Asteca). DISTRITO INDUSTRIAL I. MAUAZINHO. NOVO ALEIXO (Parque das Garças; Parque Mauá). SÃO JOSÉ OPERÁRIO (Conjuntos Parque das Castanheiras; Colina do Aleixo; Meu Prefeito). ZUMBI DOS PALMARES (I; II e III).

COMUNIDADES: Nova Jerusalém; Vila da Felicidade; Sharp; Castanheira; Nova Luz; Sassá Mutema; Grande Vitória.

LOTEAMENTOS: Carijó; São José I a IV; São Cristóvão; Cristo Rei; Invasão São José dos Campos.
"
AM,Manaus,CT Manaus Leste II,"CIDADE DE DEUS. COLÔNIA ANTÔNIO ALEIXO. DISTRITO INDÚSTRIAL II. GILBERTO MESTRINHO. JORGE TEIXEIRA (I a IV; Conjunto Arthur Virgílio). PURAQUEQUARA. TANCREDO NEVES.

COMUNIDADES: Nova Floresta; Monte Sião; João Paulo; Santa Inês; Vale do Paraíso; Colônia Chico Mendes; Bela Vista; 11 de Maio; Novo Reino; Nova Canaã; São Lucas; Nova Conquista ramal; Val Paraíso; Ramal do Brasileirinho; Alfredo Nascimento; Nova Vitória."
AM,Manaus,CT Manaus Norte,"CIDADE NOVA (I a IV; Conjuntos Tapauá; Novo Mundo; Manôa; Ribeiro Júnior I e II; Renato de Souza Pinto I e II; Tambaú; Canaranas; Comagi; Amadeu Botelho; Amazonino Mendes; Osvaldo Frota I e II; Américo Medeiros; Itamaraty). COLÔNIA SANTO ANTÔNIO. COLÔNIA TERRA NOVA. MONTE DAS OLIVERIAS. NOVA CIDADE. NOVO ISRAEL. SANTA ETELVINA.

COMUNIDADES: Santa Maria; Rio Pioreni; América do Sul; São Francisco; Jardim Raquel; Canaã; Riacho Doce; Colônia dos Japoneses.

LOTEAMENTOS: José Samico Saraiva; Plínio Coelho; Monte Sinai; Nossa Senhora de Fátima I; II e III; Francisca Mendes; Nossa Senhora da Conceição; Nascente Águas Claras I e II; Florestal; Monte Pascoal; Tafarel Siqueira."
AM,Manaus,CT Manaus Oeste,"COMPENSA (Conjuntos Ayapuá; Aruanã; Xingu; Ipase; Vila Militar). SANTO ANTÔNIO (Conj. dos Bancários II) GLÓRIA. LÍRIO DO VALE (Conjunto Augusto Montenegro). NOVA ESPERANÇA (Conjuntos Cophasa; Advogados; Abraham Pazuello). PONTA NEGRA (Conjuntos Jardim das Américas; Jardim Europa). SANTO AGOSTINHO. SÃO JORGE (Conjunto dos Bancários I; Conjunto dos Comerciários; Vila Militar; Parque Sabiá). SÃO RAIMUNDO. TARUMÃ. TARUMÃ-AÇÚ. VILA DA PRATA (Vila Militar dos Oficiais).

COMUNIDADES: Rumo Certo; Vitória Régia; Jardim dos Barés.

LOTEAMENTOS: Itapuranga; Marina Tauá; Ponta Negra; Paraíso Tropical."
AM,Manaus,CT Manaus Rural,LAGO AZUL. RODOVIÁRIA (Rodovia AM 10 até o km 53; rodovia BR 174 até o km 30). PURAQUEQUARA NO RAMAL DO BRASILEIRINHO (Estrada do Puraquequara; Ramal do Nove e Ramal Chico Mendes). TARUMÃ Estrada da Vivenda Verde (Loteamento Vivenda Verde; Loteamento Vivenda do Pontal; Condomínio Mediterrâneo; Loteamento Parque do Lago); Ramal do Bancrevea e Avenida do Turismo; Ramal do CETUR. RIBEIRINHA (Rio Amazonas; até a Comunidade Monte Sinai fronteira com Itacoatiara). RIO NEGRO (Até a comunidade Apuaú em Francisco Diego de Melo fronteira com Novo Airão).
AM,Manaus,CT Manaus Zona Sul I,"CACHOEIRINHA (Conjuntos Kubitschek; Moss; Vila Militar). JAPIIM (Conjuntos Atílio Andreazza; Nova República; 31 de Março). PETRÓPOLIS (Conjuntos Emanuelle; Jardim Petrópolis; Paulo VI; Vale do Sol I e II). PRAÇA 14 DE JANEIRO. RAIZ (Conjuntos Costa e Silva; Parque Solimões; Jardim Brasil; Jardim das Acácias). SÃO FRANCISCO.

COMUNIDADES: Vale do Amanhecer; São Sebastião; Nova Jerusalém. Santa Luzia; São Lucas; Manaus 2000; Invasão Greenville."
AM,Manaus,CT Manaus Zona Sul II,"BETÂNIA. CENTRO. CRESPO. COLÔNIA OLIVEIRA MACHADO. EDUCANDOS. NOSSA SENHORA APARECIDA. PRESIDENTE VARGAS. SANTA LÚZIA. SÃO LÁZARO (Vila Militar da Marinha; Vila Militar da Aeronáutica). VILA BURITI. MORRO DA LIBERDADE.

COMUNIDADES: Bariri; Vila Humaitá; Lagoa Verde.

LOTEAMENTO: São Jerônimo."
AC,Mâncio Lima,CT Mâncio Lima,
PR,Mandaguaçu,CT Mandaguaçu,
PR,Mandaguari,CT Mandaguari,
PR,Mandirituba,CT Mandirituba,
SP,Manduri,CT Manduri,
PR,Manfrinópolis,CT Manfrinópolis,
MG,Manga,CT Manga,
RJ,Mangaratiba,CT Mangaratiba ,
RN,Mangue,CT Mangue,
PR,Mangueirinha,CT Mangueirinha,
MG,Manhuaçu,CT Manhuaçu,
MG,Manhumirim,CT Manhumirim ,
AM,Manicoré,CT Manicoré,
PI,Manoel Emídio,CT Manoel Emídio,
PR,Manoel Ribas,CT Manoel Ribas,
AC,Manoel Urbano,CT Manoel Urbano,
RS,Manoel Viana,CT Manoel Viana ,
BA,Manoel Vitorino,CT Manoel Vitorino,
BA,Mansidão,CT Mansidão,
MG,Mantena,CT Mantena,
ES,Mantenópolis,CT Mantenópolis,
RS,Maquiné,CT Maquiné,
MG,Mar de Espanha,CT Mar de Espanha,
AL,Mar Vermelho,CT Mar Vermelho,
GO,Mara Rosa,CT Mara Rosa,
AM,Maraã,CT Maraã,
PA,Marabá,CT Marabá Nova Marabá,Nova Marabá
PA,Marabá,CT Marabá Núcleo Cidade Nova,Núcleo Cidade Nova
SP,Marabá Paulista,CT Marabá Paulista,
MA,Maracaçumé,CT Maracaçumé,
SP,Maracaí,CT Maracaí,
SC,Maracajá,CT Maracajá,
MS,Maracaju,CT Maracaju,
PA,Maracanã,CT Maracanã,
CE,Maracanaú,CT Maracanaú,
BA,Maracás,CT Maracás,
AL,Maragogi,CT Maragogi,
BA,Maragogipe,CT Maragogipe,
PE,Maraial,CT Maraial,
MA,Marajá do Sena,CT Marajá do Sena,
CE,Maranguape,CT Maranguape,
MA,Maranhãozinho,CT Maranhãozinho,
PA,Marapanim,CT Marapanim,
SP,Marapoama,CT Marapoama,
RS,Maratá,CT Maratá,
ES,Marataízes,CT Marataízes,
RS,Marau,CT Marau,
BA,Maraú,CT Maraú ,
AL,Maravilha,CT Maravilha,
SC,Maravilha,CT Maravilha,
MG,Maravilhas,CT Maravilhas,
PB,Marcação,CT Marcação,
MT,Marcelândia,CT Marcelândia,
RS,Marcelino Ramos,CT Marcelino Ramos ,
RN,Marcelino Vieira,CT Marcelino Vieira,
BA,Marcionílio Souza,CT Marcionílio Souza,
CE,Marco,CT Marco,
PI,Marcolândia,CT Marcolândia,
PI,Marcos Parente,CT Marcos Parente,
PR,Marechal Cândido Rondon,CT Marechal Cândido Rondon ,
AL,Marechal Deodoro,CT Marechal Deodoro,
ES,Marechal Floriano,CT Marechal Floriano,
AC,Marechal Thaumaturgo,CT Marechal Thaumaturgo,
SC,Marema,CT Marema,
PB,Marí,CT Marí,
MG,Maria da Fé,CT Maria da Fé,
PR,Maria Helena,CT Maria Helena ,
PR,Marialva,CT Marialva,
MG,Mariana,CT Mariana,
RS,Mariana Pimentel,CT Mariana Pimentel,
RS,Mariano Moro,CT Mariano Moro ,
TO,Marianópolis do Tocantins,CT Marianópolis do Tocantins,
SP,Mariápolis,CT Mariápolis,
AL,Maribondo,CT Maribondo,
RJ,Maricá,CT Maricá 1,1º Distrito Sede: Centro; Flamengo; Mumbuca; Itapeba; Parque Nanci; Ponta Grossa; São José do Imbassaí; Araçatiba; Jacaroá; Barra de Maricá; Zacarias; Restinga de Maricá; Retiro; Camburi; Pindobas; Caxito; Ubatiba; Pilar; Lagarto; Silvado; Condado de Maricá; Marquês de Maricá. 2º Distrito de Ponta Negra: Ponta Negra; Jaconé (Bairro bi Municipal de Saquarema/Maricá); Cordeirinho; Guaratiba; Jardim Interlagos; Balneário Bambuí; Pindobal; Caju; Manoel Ribeiro; Espraiado; Vale da Figueira; Bananal.
RJ,Maricá,CT Maricá 2,"3º Distrito de Inoã: Inoã; Chácaras de Inoã; Calaboca; SPAR; Santa Paula; Cassorotiba.
4º Distrito de Itaipuaçu: Recanto de Itaipuaçu; Praia de Itaipuaçu; Morada das Águias; Rincão Mimoso; Barroco; Jardim Atlântico Oeste; Jardim Atlântico Central; Jardim Atlântico Leste; Cajueiros; Itaocaia Valley"
MG,Marilac,CT Marilac,
ES,Marilândia,CT Marilândia,
PR,Marilândia do Sul,CT Marilândia do Sul,
PR,Marilena,CT Marilena,
SP,Marília,CT Marília,
PR,Maringá,CT Maringá Zona Norte,Zona Norte
PR,Maringá,CT Maringá Zona Sul,Zona Sul
SP,Marinópolis,CT Marinópolis,
MG,Mário Campos,CT Mário Campos,
PR,Mariópolis,CT Mariópolis,
PR,Maripá,CT Maripá ,
MG,Maripá de Minas,CT Maripá de Minas,
PA,Marituba,CT Marituba I,CT Marituba I
PA,Marituba,CT Marituba II,CT Marituba II
PB,Marizópolis,CT Marizópolis,
MG,Marliéria,CT Marliéria,
PR,Marmeleiro,CT Marmeleiro,
MG,Marmelópolis,CT Marmelópolis,
RS,Marques de Souza,CT Marques de Souza,
PR,Marquinho,CT Marquinho,
MG,Martinho Campos,CT Martinho Campos,
CE,Martinópole,CT Martinópole,
SP,Martinópolis,CT Martinópolis,
RN,Martins,CT Martins,
MG,Martins Soares,CT Martins Soares ,
SE,Maruim,CT Maruim,
PR,Marumbi,CT Marumbi,
GO,Marzagão,CT Marzagão,
CE,Massapê,CT Massapê,
PI,Massapê do Piauí,CT Massapê do Piauí,
PB,Massaranduba,CT Massaranduba,
SC,Massaranduba,CT Massaranduba,
RS,Mata,CT Mata,
BA,Mata de São João,CT Mata de São João,
AL,Mata Grande,CT Mata Grande,
MA,Mata Roma,CT Mata Roma ,
MG,Mata Verde,CT Mata Verde,
SP,Matão,CT Matão,
PB,Mataraca,CT Mataraca,
TO,Mateiros,CT Mateiros,
PR,Matelândia,CT Matelândia,
MG,Materlândia,CT Materlândia,
MG,Mateus Leme,CT Mateus Leme,
MG,Mathias Lobato,CT Mathias Lobato,
MG,Matias Barbosa,CT Matias Barbosa,
MG,Matias Cardoso,CT Matias Cardoso,
PI,Matias Olímpio,CT Matias Olímpio,
BA,Matina,CT Matina,
MA,Matinha,CT Matinha ,
PB,Matinhas,CT Matinhas,
PR,Matinhos,CT Matinhos,
MG,Matipó,CT Matipó,
RS,Mato Castelhano,CT Mato Castelhano,
PB,Mato Grosso,CT Mato Grosso,
RS,Mato Leitão,CT Mato Leitão,
RS,Mato Queimado,CT Mato Queimado ,
PR,Mato Rico,CT Mato Rico,
MG,Mato Verde,CT Mato Verde,
MA,Matões,CT Matões,
MA,Matões do Norte,CT Matões do Norte,
SC,Matos Costa,CT Matos Costa,
MG,Matozinhos,CT Matozinhos,
GO,Matrinchã,CT Matrinchã,
AL,Matriz de Camaragibe,CT Matriz de Camaragibe,
MT,Matupá,CT Matupá,
PB,Maturéia,CT Maturéia,
MG,Matutina,CT Matutina,
SP,Mauá,CT Mauá I,"Bairro Capuava; Bairro Matriz Jardim Anchieta; Jardim Araguaia; Jardim Camila; Jardim
Cerqueira Leite; Jardim Guapítuba; Jardim Haydée; Jardim Ipê; Jardim Oratório; Jardim Pedroso;
Jardim Pilar; Jardim Primavera; Jardim Rosina; Jardim São Jorge do Guapituba; Jardim São
Judas; Jardim São Lucas; Jardim Silvia Maria; Jardim Sônia Maria; Parque ltrapoã; Parque São
Vicente; Vila Assis Brasil; Vila Bocairia; Vila Carlina; Vita Guarani; Vila Isabel; Vila João Ramalho;
Vila Magini; Vila Mercedes; Vila Morelli; Vila Noêmia; Vila Nossa Senhora das Vitórias; Vila Santa
Cecilia e Sertãozinho."
SP,Mauá,CT Mauá II,"Jardim Alto da Boa Vista; Jardim Bogus; Jardim Campo Belo; Jardim Coimbra; Jardim Columbia;
Jardim Cruzeiro; Jardim Flórida; Jardim Maringá; Jardim Mauá; Jardim Miranda D'Aviz; Jardim
Paranavaí; Jardim Santa Lídia; Jardim São Gabriel; Jardim Zaíra; Parque Bandeirantes; Parque
Boa Esperança; Vila Augusto; Vila América; Vila Ana Maria; Vila Correia; Vila Dirce; Vila Nova
Mauá e Vila São Francisco"
SP,Mauá,CT Mauá III,"Chácara Maria Aparecida; Chácara Maria Francisca; Chácara São Braz; Jardim Adelina; Jardim
Aracy; Jardim Bela Vista; Jardim Bom Recanto; Jardim Camargo; Jardim Campo Verde; Jardim
Canadá; Jardim Éden; Jardim Elizabete; Jardim Esperança; Jardim Estrela; Jardim Feital; Jardim
Hélida; Jardim lItapark; Jardim Hapark Novo; Jardim ltapark Velho; Jardim Itapeva; Jardim ltaussú;
Jardim Kennedy; Jardim Luzitano; Jardim Maria Eneida; Jardim Maringá; Jardim Olinda; Jardim
Paulista; Jardim Planalto; Jardim Quarto Centenário; Jardim Salgueiro; Jardim Santa Rosa; Jardim
Santista; Jardim São Sebastião; Jardim São José; Jardim Silvia; Jardim Taquarussu; Núcleo
Cincinato Braga; Núcleo Dr. Carlos de Campos; Núcleo Dr. Sampaio Vidal; Parque Alvorada;
Parque das Américas; Parque Jaguari; Recanto Vital Brasil; Vila Ana; Vila Emílio; Vila Falchi; Vila
Independência; Vila Lisboa; Vila Real; Vila São João; Vila Sônia e Vila Favares"
PR,Mauá da Serra,CT Mauá da Serra ,
AM,Maués,CT Maués,
GO,Maurilândia,CT Maurilândia,
TO,Maurilândia do Tocantins,CT Maurilândia do Tocantins,
CE,Mauriti,CT Mauriti ,
RN,Maxaranguape,CT Maxaranguape,
RS,Maximiliano de Almeida,CT Maximiliano de Almeida ,
AP,Mazagão,CT Mazagão,
MG,Medeiros,CT Medeiros,
PB,Medeiros,CT Medeiros,
BA,Medeiros Neto,CT Medeiros Neto ,
PR,Medianeira,CT Medianeira,
PA,Medicilândia,CT Medicilândia,
MG,Medina,CT Medina,
SC,Meleiro,CT Meleiro,
PA,Melgaço,CT Melgaço,
RJ,Mendes,CT Mendes,
MG,Mendes Pimentel,CT Mendes Pimentel,
SP,Mendonça,CT Mendonça,
PR,Mercedes,CT Mercedes,
MG,Mercês,CT Mercês,
SP,Meridiano,CT Meridiano ,
CE,Meruoca,CT Meruoca,
SP,Mesópolis,CT Mesópolis,
MG,Mesquita,CT Mesquita,
RJ,Mesquita,CT Mesquita,
AL,Messias,CT Messias,
RN,Messias Targino,CT Messias Targino,
PI,Miguel Alves,CT Miguel Alves,
BA,Miguel Calmon,CT Miguel Calmon,
PI,Miguel Leão,CT Miguel Leão,
RJ,Miguel Pereira,CT Miguel Pereira,
SP,Miguelópolis,CT Miguelópolis ,
BA,Milagres,CT Milagres,
CE,Milagres,CT Milagres ,
MA,Milagres do Maranhão,CT Milagres do Maranhão,
CE,Milhã,CT Milhã,
PI,Milton Brandão,CT Milton Brandão,
GO,Mimoso de Goiás,CT Mimoso de Goiás,
ES,Mimoso do Sul,CT Mimoso do Sul,
GO,Minaçu,CT Minaçu,
AL,Minador do Negrão,CT Minador do Negrão,
RS,Minas do Leão,CT Minas do Leão,
MG,Minas Novas,CT Minas Novas,
MG,Minduri,CT Minduri,
GO,Mineiros,CT Mineiros,
SP,Mineiros do Tietê,CT Mineiros do Tietê,
RO,Ministro Andreazza,CT Ministro Andreazza,
SP,Mira Estrela,CT Mira Estrela,
MG,Mirabela,CT Mirabela,
SP,Miracatu,CT Miracatu,
RJ,Miracema,CT Miracema ,
TO,Miracema do Tocantins,CT Miracema do Tocantins,
MA,Mirador,CT Mirador,
PR,Mirador,CT Mirador ,
MG,Miradouro,CT Miradouro,
RS,Miraguai,CT Miraguai ,
MG,Miraí,CT Miraí,
CE,Miraíma,CT Miraíma,
MS,Miranda,CT Miranda ,
MA,Miranda do Norte,CT Miranda do Norte,
PE,Mirandiba,CT Mirandiba,
SP,Mirandópolis,CT Mirandópolis,
BA,Mirangaba,CT Mirangaba,
TO,Miranorte,CT Miranorte,
BA,Mirante,CT Mirante,
RO,Mirante da Serra,CT Mirante da Serra,
SP,Mirante do Paranapanema,CT Mirante do Paranapanema,
PR,Miraselva,CT Miraselva,
SP,Mirassol,CT Mirassol,
MT,Mirassol d'Oeste,CT Mirassol d'Oeste ,
SP,Mirassolândia,CT Mirassolândia,
MG,Miravânia,CT Miravânia ,
SC,Mirim Doce,CT Mirim Doce,
MA,Mirinzal,CT Mirinzal,
PR,Missal,CT Missal,
CE,Missão Velha,CT Missão Velha,
PA,Mocajuba,CT Mocajuba,
SP,Mococa,CT Mococa,
SC,Modelo,CT Modelo,
MG,Moeda,CT Moeda,
MG,Moema,CT Moema,
PB,Mogeiro,CT Mogeiro,
SP,Mogi das Cruzes,CT Mogi das Cruzes Brás Cubas,Região Brás Cubas
SP,Mogi das Cruzes,CT Mogi das Cruzes Centro,Região Centro
SP,Mogi Guaçu,CT Mogi Guaçu,
SP,Mogi Mirim,CT Mogi Mirim,
GO,Moiporá,CT Moiporá,
SE,Moita Bonita,CT Moita Bonita,
PA,Moju,CT Moju,
PA,Mojuí dos Campos,CT Mojuí dos Campos,
CE,Mombaça,CT Mombaça,
SP,Mombuca,CT Mombuca,
MA,Monção,CT Monção,
SP,Monções,CT Monções,
SC,Mondaí,CT Mondaí,
SP,Mongaguá,CT Mongaguá,
MG,Monjolos,CT Monjolos,
PI,Monsenhor Gil,CT Monsenhor Gil,
