uf,city,neighborhood
SP,SÃO CARLOS,PARQUE ARNOLD SCHIMIDT
SP,SÃO CARLOS,PARQUE RESIDENCIAL MARIA STELLA FAGA
SP,SÃO CARLOS,MONJOLINHO
SP,SÃO JOÃO DA BOA VISTA,BAIRRO ALEGRE
SP,SÃO JOSÉ DO RIO PRETO,JARDIM VIVENDAS
SP,SÃO JOSÉ DO RIO PRETO,RESIDENCIAL GABRIELA
SP,SÃO JOSÉ DO RIO PRETO,ESTÂNCIA BELA VISTA
SP,SÃO JOSÉ DO RIO PRETO,PARQUE DAS AROEIRAS II
SP,SÃO JOSÉ DO RIO PRETO,RES CAETANO
SP,SÃO PAULO,JARDIM DOS ESTADOS
SP,SÃO PAULO,PENHA DE FRANÇA
SP,SÃO PAULO,VILA RÉ
SP,SÃO PAULO,PARQUE VILA MARIA
SP,SÃO PAULO,VILA RUBI
SP,SÃO PAULO,V PQ JABAQUARA
SP,SÃO PAULO,V FACHINI
SP,SÃO PAULO,VL STA MARGARIDA
SP,SÃO PAULO,VILA PIRITUBA
SP,SÃO PAULO,JARDIM SANTA MONICA
SP,SÃO PAULO,PIQUERI
SP,SÃO PAULO,JARDIM UMUARAMA
SP,SÃO PAULO,CIDADE PATRIARCA
SP,SÃO PAULO,VILA ELZE
SP,SÃO PAULO,V CUNHA BUENO
SP,SÃO PAULO,JD PRUDENCIA
SP,SÃO PAULO,JARDIM EDDA
SP,SÃO PAULO,VILA PENTEADO
SP,SÃO PAULO,JARDIM DAMASCENO
SP,SÃO PAULO,JARDIM ANHANGUERA
SP,SÃO PAULO,VILA HELENA
SP,SÃO PAULO,JARDIM SANTA LUCRECIA
SP,SÃO PAULO,SUPER QUADRA MORUMBI
SP,SÃO PAULO,JARDIM SAO LUIS (ZONA OESTE)
SP,SÃO PAULO,ÁGUA FUNDA
SP,SÃO PAULO,CONJUNTO HABITACIONAL PADRE JOSE DE ANCHIETA
SP,SÃO PAULO,PARQUE PRIMAVERA
SP,SÃO PAULO,VILA LAR NACIONAL
SP,SÃO PAULO,LAUZANE PAULISTA
SP,SÃO PAULO,PARQUE MANDAQUI
SP,SÃO VICENTE,PARQUE CONTINENTAL
SP,SOROCABA,JARDIM VERA CRUZ
SP,SOROCABA,JARDIM PIAZZA DI ROMA
SP,TAUBATÉ,JARDIM MARIA AUGUSTA
SP,TAUBATÉ,PARQUE TRES MARIAS
SP,TAUBATÉ,JARDIM CONTINENTAL I
SP,TAUBATÉ,PARQUE SENHOR DO BONFIM
SP,UBATUBA,UMUARAMA
SP,VÁRZEA PAULISTA,JARDIM AMÉRICA II
SP,VOTORANTIM,JARDIM CLARICE I
SP,VOTUPORANGA,PATRIMONIO NOVO
SP,ARAÇATUBA,ENGENHEIRO TAVEIRA
SP,ARANDU,CENTRO
SP,ARARAQUARA,JARDIM ROBERTO SELMI DEI
SP,HORTOLÂNDIA,JARDIM SANTANA
SP,BAURU,PARQUE SÃO GERALDO
SP,BRAGANÇA PAULISTA,CIDADE JARDIM
SP,CAIEIRAS,VILA ROSINA
SP,CAIEIRAS,JARDIM PINHEIROS
SP,CAIEIRAS,SITIO APARECIDA
SP,CAMPINAS,CONJUNTO HABITACIONAL VIDA NOVA
SP,CAMPINAS,PARQUE VALENÇA
SP,CAMPINAS,JARDIM YEDA
SP,CAMPINAS,VILA LUNARDI
SP,CAMPINAS,JARDIM CARLOS LOURENÇO
SP,CAPIVARI,ENGENHO VELHO
SP,CARAPICUÍBA,VILA GUSTAVO CORREIA
SP,CARAPICUÍBA,VILA GOBBI
SP,CHARQUEADA,RESIDENCIAL SANTA LUZIA
SP,CRAVINHOS,JARDIM ITAMARATI II
SP,CRUZEIRO,SEGUNDO RETIRO DA MANTIQUEIRA
SP,DIADEMA,JARDIM AMÁLIA
SP,DIADEMA,JARDIM CANHEMA
SP,EMBU DAS ARTES,JARDIM DOS MORAES
SP,EMBU-GUAÇU,VILA DIRCE
SP,FRANCA,JARDIM DOUTOR ANTÔNIO PETRÁGLIA
SP,GUARUJÁ,VILA JULIA
SP,GUARULHOS,JARDIM ANGÉLICA
SP,GUARULHOS,JARDIM PRESIDENTE DUTRA
SP,IBIÚNA,PIAI
SP,INDAIATUBA,NUCLEO RESIDENCIAL PROFESSOR CARLOS ALDROVANDI
SP,INDAIATUBA,PARQUE CAMPO BONITO
SP,ITAPEVI,JARDIM BELA VISTA
SP,ITAQUAQUECETUBA,MONTE BELO
SP,ITAQUAQUECETUBA,JARDIM ITAPUA
SP,JUNDIAÍ,JARDIM BOA VISTA
SP,JUNDIAÍ,JARDIM DO LAGO
SP,LAVRINHAS,JARDIM MAVISOU
SP,LEME,VILA RAUTER
SP,LIMEIRA,JARDIM AQUARIUS
SP,LINS,VILA SANTA TEREZINHA
SP,LUÍS ANTÔNIO,CENTRO
SP,MAIRINQUE,CENTRO
SP,MOGI DAS CRUZES,VILA OLIVEIRA
SP,MOGI DAS CRUZES,JARDIM ESPERANCA
SP,MOGI DAS CRUZES,VILA BRASILEIRA
SP,MORUNGABA,CACHOEIRINHA
SP,NARANDIBA,CENTRO
SP,NOVA ODESSA,CENTRO
SP,OSASCO,CONJUNTO DOS METALURGICOS
SP,OSASCO,PORTAL D'OESTE I
SP,PEDERNEIRAS,CENTRO
SP,PINDAMONHANGABA,PARQUE SÃO DOMINGOS
SP,PIRACICABA,JARDIM MONUMENTO
SP,PIRACICABA,JARDIM PARQUE JUPIÁ
SP,PIRAJU,CONJUNTO HABITACIONAL AUGUSTO MORINI
SP,PRAIA GRANDE,CANTO DO FORTE
SP,RIBEIRÃO CORRENTE,CENTRO
SP,RIBEIRÃO PIRES,VILA AMELIA
SP,SALTO,VILA NOVA
SP,SANTA BÁRBARA D'OESTE,RESIDENCIAL FURLAN
SP,SANTO ANDRÉ,JARDIM ESTADIO
SP,SÃO BERNARDO DO CAMPO,VILA ROSA
SP,SÃO BERNARDO DO CAMPO,VILA FLÓRIDA
SP,SÃO JOSÉ DO RIO PRETO,PARQUE DAS AMORAS II
SP,SÃO JOSÉ DOS CAMPOS,BAIRRO DOS FREITAS
SP,SÃO PAULO,VILA ELVIRA
SP,SÃO PAULO,VILA NOVA CURUÇÁ
SP,SÃO PAULO,ALTO DA LAPA
SP,SÃO PAULO,VILA LEOPOLDINA
SP,SÃO PAULO,VILA LEONOR
SP,SÃO PAULO,VILA BARBOSA
SP,SÃO PAULO,SÍTIO DO MANDAQUI
SP,SÃO PAULO,NUCLEO DO ENGORDADOR
SP,SÃO PAULO,JARDIM SANTO ALBERTO
SP,SÃO PAULO,BROOKLIN PAULISTA
SP,SÃO PAULO,JABAQUARA
SP,SÃO PAULO,CHACARA INGLESA
SP,SÃO PAULO,JARDIM MARTINICA
SP,SÃO PAULO,JARDIM LEONIDAS MOREIRA
SP,SÃO PAULO,VILA NOVA SAVOIA
SP,SÃO PAULO,JARDIM SANTA MARIA
SP,SÃO PAULO,JARDIM VILA FORMOSA
SP,SÃO PAULO,JARDIM TEXTIL
SP,SÃO PAULO,JARDIM CABUÇU
SP,SÃO PAULO,LAGEADO
SP,SÃO PAULO,RECANTO MARISA
SP,SÃO PAULO,JARDIM GERMANIA
SP,SÃO PAULO,VILA POLOPOLI
SP,SÃO PAULO,JARDIM JARAGUA
SP,SÃO PAULO,PARQUE DOM JOAO NERI
SP,SÃO PAULO,VILA CARDOSO FRANCO
SP,SÃO PAULO,JARDIM ITATINGA
SP,SÃO VICENTE,ITARARE
SP,SÃO VICENTE,CATIAPOÃ
SP,SÃO VICENTE,CONJUNTO RESIDENCIAL HUMAITA
SP,SÃO VICENTE,CONJUNTO RESIDENCIAL TANCREDO NEVES
SP,SÃO VICENTE,VILA PONTE NOVA
SP,SOROCABA,WANEL VILLE II
SP,TATUÍ,BAIRRO TANQUINHO
SP,TAUBATÉ,RESIDENCIAL SíTIO SANTO ANTONIO
SP,VOTORANTIM,JARDIM TATIANA
SP,GUATAPARÁ,NOVA GUATAPARA
SP,ROSANA,RURAL
SP,BERTIOGA,INDAIá
SP,AMERICANA,JARDIM IPIRANGA
SP,AMERICANA,JARDIM HELENA
SP,POTIM,VISTA ALEGRE
SP,BAURU,JARDIM CRUZEIRO DO SUL
SP,BOITUVA,JARDIM ANTONIO VESTENA MOSCHIONI
SP,CAMPINAS,conjunto habitacional RESIDENCIAL olimpia
SP,CAMPINAS,VILA INDUSTRIAL
SP,CAMPINAS,RESIDENCIAL COSMOS
SP,CAMPINAS,PARQUE SANTA BARBARA
SP,CAMPINAS,VILA LEMOS
SP,CAMPO LIMPO PAULISTA,VILA CONSTANCA (BOTUJURU)
SP,CAMPO LIMPO PAULISTA,PARQUE INTERNACIONAL
SP,CARAPICUÍBA,JARDIM SAO DANIEL
SP,CRUZEIRO,VILA DR. PAULO ROMEU
SP,DIADEMA,VILA ALICE
SP,GUARATINGUETÁ,SÃO MANOEL
SP,GUARULHOS,JARDIM ROSA DE FRANCA
SP,GUARULHOS,PARQUE CONTINENTAL I
SP,GUARULHOS,VILA GALVAO
SP,ITAQUAQUECETUBA,JARDIM MARAGOGIPE
SP,ITAQUAQUECETUBA,PARQUE RESIDENCIAL SCAFFID II
SP,LENÇÓIS PAULISTA,JARDIM MARIA LUIZA I
SP,LIMEIRA,VILA ROSANA
SP,LIMEIRA,JARDIM DAS PALMEIRAS
SP,LOUVEIRA,JD BELO HORIZONTE
SP,MAUÁ,PARQUE SÃO VICENTE
SP,MOCOCA,VILA LAMBARI
SP,MOGI DAS CRUZES,VILA JUNDIAI
SP,MONTE APRAZÍVEL,CENTRO
SP,OSASCO,JARDIM CALIFÓRNIA
SP,OSASCO,JARDIM VELOSO
SP,PALESTINA,CENTRO
SP,PEDRA BELA,BAIRRO CENTRO
SP,PINDAMONHANGABA,JARDIM MORUMBI
SP,PIRACICABA,PARQUE PIRACICABA
SP,PIRAJU,JARDIM ANA CRISTINA
SP,PORTO FERREIRA,CRISTO REDENTOR (PARQUE RESIDENCIAL REDENTOR)
SP,RIBEIRÃO PRETO,JARDIM HEITOR RIGON
SP,RIBEIRÃO PRETO,JARDIM JÓQUEI CLUBE
SP,SALTO,GUARAU
SP,SANTA BÁRBARA D'OESTE,JARDIM PEROLA
SP,SANTANA DE PARNAÍBA,CHACARA DO SOLAR I (FAZENDINHA)
SP,SÃO BERNARDO DO CAMPO,JARDIM VERA CRUZ
SP,SÃO BERNARDO DO CAMPO,VILA SIMONE
SP,SÃO CARLOS,JARDIM JOCKEY CLUB
SP,SÃO JOSÉ DO RIO PRETO,JARDIM SÃO MARCO
SP,SÃO JOSÉ DO RIO PRETO,JARDIM MARIA LÚCIA
SP,SÃO JOSÉ DO RIO PRETO,PARQUE DA CIDADANIA
SP,SÃO JOSÉ DO RIO PRETO,PARQUE RESIDENCIAL DOM LAFAYETE LIBANIO
SP,SÃO JOSÉ DOS CAMPOS,JARDIM ISMÊNIA
SP,SÃO JOSÉ DOS CAMPOS,PARQUE NOVA ESPERANÇA
SP,SÃO MIGUEL ARCANJO,GRAMADAO
SP,SÃO PAULO,AGUA BRANCA
SP,SÃO PAULO,VILA SANTISTA
SP,SÃO PAULO,JD SCAFF
SP,SÃO PAULO,VILA ITAIM
SP,SÃO PAULO,JARDIM CENTENÁRIO
SP,SÃO PAULO,JARDIM SAO BERNARDO
SP,SÃO PAULO,JARDIM NAKAMURA
SP,SÃO PAULO,JARDIM BOA VISTA (ZONA SUL)
SP,SÃO PAULO,JARDIM CARUMBÉ
SP,SÃO PAULO,JARDIM DA CONQUISTA
SP,SÃO PAULO,JARDIM ROBRU
SP,SÃO PAULO,MANDAQUI
SP,SÃO PAULO,VILA PEDRA BRANCA
SP,SÃO SEBASTIÃO,ITATINGA
SP,SUMARÉ,JARDIM NOVA VENEZA
SP,SUZANO,JARDIM VITORIA
SP,TIETÊ,JARDIM SANTA CRUZ
SP,TREMEMBÉ,JARDIM RESIDENCIAL ELDORADO
SP,VINHEDO,JD BRASIL
SP,VINHEDO,CAIXA D ÁGUA
SP,AMERICANA,VILA NOSSA SENHORA DE FÁTIMA
SP,BARUERI,VILA ENGENHO NOVO
SP,BAURU,PARQUE RESIDENCIAL DAS CAMELIAS
SP,CAIEIRAS,VILA MIRAVAL
SP,CAMPINAS,JARDIM VON ZUBEN
SP,CAMPINAS,JARDIM CAMPINEIRO
SP,CAMPINAS,JARDIM MERCEDES
SP,CAMPINAS,JARDIM METONÓPOLIS
SP,CAMPINAS,JARDIM ROSALIA
SP,COTIA,NAKAMURA PARK
SP,COTIA,AGUA ESPRAIADA
SP,INDAIATUBA,VILA FURLAN
SP,IRAPUÃ,CENTRO
SP,ITAPECERICA DA SERRA,JARDIM NOGUEIRA
SP,JACAREÍ,JARDIM BELA VISTA
SP,JARDINÓPOLIS,VILA REIS
SP,LIMEIRA,JARDIM HORTENCIA
SP,MARÍLIA,RESIDENCIAL SALVADOR BASSALOBRE (PADRE NOBREGA)
SP,MAUÁ,JARDIM PRIMAVERA
SP,MIRANDÓPOLIS,CENTRO
SP,MOGI DAS CRUZES,CONJUNTO RESIDENCIAL ÁLVARO BOVOLENTA
SP,NOVO HORIZONTE,JARDIM SANTA CLARA
SP,OSASCO,JARDIM MUTINGA
SP,OSASCO,ALTO DE QUITAÚNA
SP,OSASCO,JARDIM CACHOEIRINHA
SP,PARIQUERA-AÇU,VILA SÃO JOÃO
SP,PIRACAIA,BATATUBA
SP,PIRACICABA,PERDIZES
SP,PIRAPORA DO BOM JESUS,VILA NOVA
SP,POÁ,VILA JULIA
SP,SALTO,JARDINS D'ICARAI
SP,SANTA BÁRBARA D'OESTE,CONJUNTO HABITACIONAL ROBERTO ROMANO
SP,SANTA BÁRBARA D'OESTE,PARQUE FREZZARIM
SP,SÃO BERNARDO DO CAMPO,JARDIM UENOYAMA
SP,SÃO CARLOS,VILA COSTA DO SOL
SP,SÃO CARLOS,VILA SONIA
SP,SÃO JOSÉ DO RIO PRETO,SOLO SAGRADO
SP,SÃO JOSÉ DO RIO PRETO,SOLO SAGRADO I
SP,SÃO PAULO,VILA ISA
SP,SÃO PAULO,VILA CURUÇÁ
SP,SÃO PAULO,VILA SANTANA
SP,SÃO PAULO,JARDIM MORGANTI
SP,SÃO PAULO,JARDIM LALLO
SP,SÃO PAULO,JARDIM BELÉM
SP,SÃO PAULO,VILA NAIR
SP,SÃO PAULO,VILA ARICANDUVA
SP,SÃO PAULO,JARDIM REIMBERG
SP,SÃO PAULO,VILA SANTA LÚCIA
SP,SÃO PAULO,PARQUE LIGIA
SP,SÃO PAULO,COHAB PRESTES MAIA
SP,SÃO PAULO,CONJUNTO RESIDENCIAL JOSÉ BONIFÁCIO
SP,SÃO PAULO,JARDIM DUPRAT
SP,SÃO PAULO,JARDIM SAO ROBERTO
SP,SÃO PAULO,VILA CELESTE
SP,SÃO ROQUE,GOIANÃ
SP,SÃO VICENTE,VILA MARGARIDA
SP,SUMARÉ,JARDIM DENADAI
SP,TATUÍ,VILA SAO CRISTOVAO
SP,ARAÇARIGUAMA,CENTRO
SP,HORTOLÂNDIA,REMANSO CAMPINEIRO
SP,ARUJÁ,CENTRO
SP,BASTOS,CENTRO
SP,CAMPINAS,DIC VI (CONJUNTO HABITACIONAL SANTO DIAS SILVA)
SP,CARAPICUÍBA,VILA LOURDES
SP,CARAPICUÍBA,VILA MERCES
SP,CARAPICUÍBA,JARDIM MARILU
SP,COTIA,QUINTA DOS ANGICOS
SP,COTIA,JARDIM ARARUAMA
SP,CUBATÃO,PARQUE SÃO LUÍZ
SP,CUBATÃO,JARDIM NOVA REPÚBLICA
SP,EMBU-GUAÇU,PENTEADO
SP,GUAPIAÇU,JARDIM SÃO LUIZ -
SP,GUARULHOS,VILA DINAMARCA
SP,GUARULHOS,JARDIM OTTAWA
SP,ITAPECERICA DA SERRA,JARDIM PARAISO
SP,ITAPEVI,JARDIM BRIQUET
SP,ITAPEVI,JARDIM SANTA RITA
SP,ITATIBA,BROTAS
SP,JACAREÍ,PARQUE IMPERIAL
SP,JUQUITIBA,CENTRO
SP,LENÇÓIS PAULISTA,NÚCLEO HABITACIONAL JOÃO ZILLO
SP,LOUVEIRA,CENTRO
SP,MARÍLIA,CONJUNTO RESIDENCIAL ALCIR RAINERI
SP,MOGI DAS CRUZES,BIRITIBA USSU
SP,MOGI GUAÇU,JARDIM ROSA CRUZ
SP,NOVA ODESSA,PARQUE RESIDENCIAL TRIUNFO
SP,OSASCO,PARQUE CONTINENTAL
SP,OSASCO,JARDIM ALIANÇA
SP,PIRACICABA,JARDIM ALGODOAL
SP,PIRACICABA,JARDIM SÃO LUIZ
SP,PIRACICABA,BOSQUES DO LENHEIRO
SP,PIRACICABA,JARDIM NOIVA DA COLINA
SP,PRAIA GRANDE,BALNEARIO MARACANA
SP,PRESIDENTE EPITÁCIO,VILA PALMIRA
SP,RIBEIRÃO PIRES,JARDIM SANTA LUZIA
SP,RIBEIRÃO PRETO,JARDIM HELENA
SP,SANTA BÁRBARA D'OESTE,VILA APARECIDA
SP,SANTA CRUZ DA CONCEIÇÃO,CENTRO
SP,SANTO ANDRÉ,VILA CURUCA
SP,SANTO ANDRÉ,VILA LUZITA
SP,SANTO ANDRÉ,CIDADE SAO JORGE
SP,SÃO BERNARDO DO CAMPO,JARDIM BELITA
SP,SÃO BERNARDO DO CAMPO,VILA CLARAVAL
SP,SÃO JOSÉ DO RIO PRETO,JARDIM REDENTOR
SP,SÃO JOSÉ DO RIO PRETO,JARDIM FUSCALDO
SP,SÃO PAULO,CAMPININHA
SP,SÃO PAULO,CHACARA SANTO ANTONIO (ZONA SUL)
SP,SÃO PAULO,PARQUE DAS ARVORES
SP,SÃO PAULO,VILA MARINA
SP,SÃO PAULO,JARDIM VALE DAS VIRTUDES
SP,SÃO PAULO,ITAIM PAULISTA
SP,SÃO PAULO,COHAB ADVENTISTA
SP,SÃO PAULO,JARDIM VISTA ALEGRE
SP,SÃO PAULO,JARDIM NORONHA
SP,SÃO PAULO,JARDIM HELENA
SP,SÃO PAULO,JD S MARTINHO
SP,SÃO PAULO,CIDADE D'ABRIL
SP,SÃO PAULO,JARDIM IGUATEMI
SP,SÃO PAULO,JARDIM DAS LARANJEIRAS
SP,SOROCABA,VILA HORTÊNCIA
SP,SUMARÉ,JARDIM MARIA LUIZA
SP,SUZANO,JARDIM MAITE
SP,SUZANO,JARDIM VARAN
SP,TAQUARITINGA,JARDIM SÃO SEBASTIÃO
SP,TAUBATÉ,ESTIVA
SP,TEODORO SAMPAIO,ESTACAO
SP,TREMEMBÉ,PARQUE RESIDENCIAL FLOR DO VALE
SP,AMERICANA,PARQUE NOVO MUNDO
SP,ARAÇATUBA,IPANEMA
SP,HORTOLÂNDIA,JARDIM SUMAREZINHO
SP,HOLAMBRA,CENTRO
SP,BARRA BONITA,CECAP
SP,BAURU,NUCLEO RESIDENCIAL EDISON BASTOS GASPARINI
SP,BAURU,CONJUNTO HABITACIONAL ISAURA PITTA GARMS
SP,CAMPINAS,VILA CAMPOS SALES
SP,CAMPINAS,JARDIM MIRIAM
SP,CAMPINAS,VILA UNIÃO
SP,CAPIVARI,ALTO CASTELANI
SP,CESÁRIO LANGE,VILA NOVA
SP,COSMÓPOLIS,CENTRO
SP,COSMÓPOLIS,PARQUE DAS LARANJEIRAS
SP,COTIA,JARDIM ESTELA MARIS
SP,COTIA,JARDIM NOVA COIMBRA
SP,FRANCISCO MORATO,RECANTO REGINA
SP,GUARULHOS,JARDIM SÃO DOMINGOS
SP,GUARULHOS,CIDADE SERODIO
SP,INDAIATUBA,JARDIM AMÉRICA
SP,INDAIATUBA,JARDIM SÃO FRANCISCO
SP,INDAIATUBA,JARDIM TEOTÔNIO VILELA
SP,ITAPEVI,JARDIM ITACOLOMI
SP,ITAQUAQUECETUBA,ALTOS DE ITAQUA
SP,MARÍLIA,DISTRITO DE PADRE NÓBREGA
SP,MARÍLIA,BANZATO
SP,MAUÁ,VILA LISBOA
SP,MOGI DAS CRUZES,JARDIM SANTOS DUMONT I
SP,MOGI DAS CRUZES,CONJUNTO RESIDENCIAL COCUERA
SP,MONTE MOR,JARDIM PAULISTA
SP,OSASCO,VILA AYROSA
SP,OURINHOS,VILA MORAES
SP,PIRACICABA,VILA FÁTIMA
SP,PIRACICABA,VILA INDEPENDENCIA
SP,POÁ,CALMON VIANA
SP,POÁ,VILA GENERAL
SP,PRAIA GRANDE,SITIO DO CAMPO
SP,RIBEIRÃO PRETO,GERALDO CORREIA DE CARVALHO
SP,RIBEIRÃO PRETO,JARDIM SÃO JOSÉ
SP,SANTA ROSA DE VITERBO,MONTE ALTO
SP,SANTO ANDRÉ,JARDIM ALZIRA FRANCO
SP,SANTO ANDRÉ,VILA GUIOMAR
SP,SÃO BERNARDO DO CAMPO,JARDIM DETROIT
SP,SÃO JOSÉ DO RIO PRETO,JARDIM SANTO ANTÔNIO
SP,SÃO JOSÉ DO RIO PRETO,PQ RES NOVA ESPERANÇA
SP,SÃO JOSÉ DO RIO PRETO,RESIDENCIAL DA LEALDADE
SP,SÃO PAULO,CASA VERDE BAIXA
SP,SÃO PAULO,JARDIM NOVO MUNDO
SP,SÃO PAULO,VILA ALEXANDRIA
SP,SÃO PAULO,VILA AFONSO CELSO
SP,SÃO PAULO,PARQUE BOTURUSSU
SP,SÃO PAULO,JARDIM VERÔNIA
SP,SÃO PAULO,CHACARA NANI
SP,SÃO PAULO,PARQUE ANHANGUERA
SP,SÃO PAULO,BURGO PAULISTA
SP,SÃO PAULO,JARDIM BARTIRA
SP,SUMARÉ,PARQUE RESIDENCIAL REGINA
SP,TABOÃO DA SERRA,PARQUE SAO JOAQUIM
SP,TAGUAÍ,CENTRO
SP,TREMEMBÉ,CENTRO
SP,TUPÃ,VILA ABARCA
SP,VINHEDO,JD ALBA
SP,SALTINHO,CENTRO
SP,APARECIDA,ITAGUAÇU
SP,SÃO LOURENÇO DA SERRA,CENTRO
SP,BAURU,JARDIM REDENTOR
SP,CAMPINAS,JARDIM ANDORINHAS
SP,CARAPICUÍBA,CENTRO
SP,CUBATÃO,VALE VERDE
SP,ELIAS FAUSTO,TORNATORE
SP,EMBU DAS ARTES,JARDIM SÃO MARCOS
SP,FLÓRIDA PAULISTA,CENTRO
SP,FRANCISCO MORATO,BELÉM CAPELA
SP,FRANCO DA ROCHA,VILA JOSEFINA
SP,GUAPIAÇU,CENTRO
SP,GUARULHOS,JARDIM SANTA LÍDIA
SP,IGUAPE,CENTRO
SP,INDAIATUBA,JARDIM ESPLANADA
SP,ITANHAÉM,JARDIM CORUMBÁ
SP,ITATIBA,NR PORTO SEGURO
SP,JUNDIAÍ,VILA COMERCIAL
SP,JUNDIAÍ,CIDADE NOVA
SP,JUQUITIBA,BARNABES
SP,LIMEIRA,PARQUE RESIDENCIAL AEROPORTO
SP,LOUVEIRA,RES BURCK
SP,MAIRINQUE,JARDIM VITÓRIA
SP,NOVA ODESSA,JARDIM SANTA RITA II
SP,OSASCO,JARDIM PEDRO PINHO
SP,OSASCO,JARDIM PADROEIRA
SP,PAULÍNIA,ALTO DOS PINHEIROS
SP,PERUÍBE,GUARAU
SP,PIRACICABA,DOIS CÓRREGOS
SP,PIRACICABA,MORUMBI
SP,PIRASSUNUNGA,JARDIM FERRAREZZI
SP,POTIRENDABA,CENTRO
SP,PRESIDENTE BERNARDES,VILA NOVA
SP,REGISTRO,VILA SAO FRANCISCO
SP,RIO CLARO,JARDIM BRASILIA
SP,RIO DAS PEDRAS,CJ RES DE INTERESSE SOCIAL VITÓRIO CEZARINO
SP,SALTO,JARDIM DONALISIO
SP,SALTO,JARDIM SANTA MARTA
SP,SANTO ANDRÉ,CENTRO
SP,SANTO ANDRÉ,JARDIM SANTO ALBERTO
SP,SANTO ANDRÉ,VILA FLORESTA
SP,SANTO ANDRÉ,PARQUE MIAMI
SP,SANTO ANDRÉ,CONDOMÍNIO MARACANÃ
SP,SÃO BERNARDO DO CAMPO,JARDIM NAZARETH
SP,SÃO BERNARDO DO CAMPO,PARQUE TERRA NOVA I I
SP,SÃO CARLOS,JARDIM REAL
SP,SÃO JOSÉ DO RIO PRETO,JARDIM BELA VISTA
SP,SÃO JOSÉ DO RIO PRETO,VILA ANCHIETA
SP,SÃO PAULO,VILA IDA
SP,SÃO PAULO,CHACARA SANTO ANTONIO (ZONA LESTE)
SP,SÃO PAULO,JARDIM AEROPORTO
SP,SÃO PAULO,VELEIROS
SP,SÃO PAULO,JARDIM SANTO ELIAS
SP,SÃO PAULO,JARDIM SAO JOSE
SP,SÃO PAULO,CHACARA BELENZINHO
SP,SÃO PAULO,JARDIM BANDEIRANTE
SP,SÃO PAULO,JARDIM ESTER YOLANDA
SP,SÃO PAULO,CONJUNTO PROMORAR ESTRADA DA PARADA
SP,SÃO PAULO,VILA FRANCOS
SP,SÃO PAULO,JARDIM ADELFIORE
SP,SÃO PAULO,JARDIM CAMPOS
SP,SÃO PAULO,JARDIM DAS CARMELITAS
SP,SÃO ROQUE,CANGUERA
SP,SOCORRO,JARDIM ARAÚJO
SP,SOROCABA,BRIGADEIRO TOBIAS
SP,SUZANO,JARDIM FERNANDES
SP,TABOÃO DA SERRA,JARDIM KUABARA
SP,UBATUBA,MARANDUBA
SP,VARGEM GRANDE DO SUL,JARDIM DOLORES
SP,ADAMANTINA,CENTRO
SP,BERTIOGA,VISTA LINDA
SP,AMERICANA,LOTEAMENTO INDUSTRIAL MACHADINHO
SP,AMÉRICO BRASILIENSE,JARDIM PRIMAVERAS
SP,ARAÇOIABA DA SERRA,CENTRO
SP,ARARAQUARA,JARDIM CRUZEIRO DO SUL I E II
SP,HORTOLÂNDIA,JARDIM SANTIAGO
SP,CACHOEIRA PAULISTA,JARDIM TRABALHISTA
SP,CAMPINAS,JARDIM SÃO MARCOS
SP,CAMPINAS,VILA NOVA TEIXEIRA
SP,CAMPO LIMPO PAULISTA,VILA CHACRINHA (BOTUJURU)
SP,CAPELA DO ALTO,DISTRITO DO PORTO
SP,CHARQUEADA,PARQUE RESIDENCIAL ALVORADA I
SP,DIADEMA,PARQUE SETE DE SETEMBRO
SP,DOURADO,CENTRO
SP,FERRAZ DE VASCONCELOS,VILA AMERICANO
SP,FRANCA,SÃO JOAQUIM
SP,FRANCISCO MORATO,JARDIM ASTURIAS
SP,GUARULHOS,JARDIM LAS VEGAS
SP,JANDIRA,JARDIM SAGRADO CORAÇÃO
SP,JUNDIAÍ,JARDIM PAULISTA
SP,LIMEIRA,JARDIM RESIDENCIAL SANTINA PAROLI PECCININI
SP,LIMEIRA,RESIDENCIAL RUBI
SP,MAIRINQUE,JARDIM CRUZEIRO - CECAP
SP,MAIRIPORÃ,PARQUE PETRÓPOLIS 4 SEÇÃO
SP,MAUÁ,VILA NOSSA SENHORA DAS VITÓRIAS
SP,MOCOCA,VILA MARIANA
SP,MOCOCA,APARECIDA
SP,MOGI DAS CRUZES,JARDIM BELA VISTA
SP,OSASCO,JARDIM TURIBIO
SP,PALMEIRA D'OESTE,CENTRO
SP,PIRAPORA DO BOM JESUS,PARQUE PAYOL
SP,RIBEIRÃO PRETO,JARDIM MARIA CASAGRANDE LOPES (DONA AMÁLIA)
SP,RIO CLARO,VILA ELIZABETH (BNH)
SP,SANTA BÁRBARA D'OESTE,RESIDENCIAL ROCHELLE
SP,SANTO ANDRÉ,JARDIM ALVORADA
SP,SANTO ANDRÉ,JARDIM SILVANA
SP,SÃO BERNARDO DO CAMPO,JARDIM IPÊ
SP,SÃO CARLOS,JARDIM ITAMARATI
SP,SÃO JOSÉ DO RIO PRETO,BOSQUE DA FELICIDADE
SP,SÃO JOSÉ DOS CAMPOS,CENTRO
SP,SÃO JOSÉ DOS CAMPOS,RESIDENCIAL TRINTA E UM DE MARCO
SP,SÃO JOSÉ DOS CAMPOS,JARDIM ESTORIL
